Gene stable ID,Transcript stable ID,Gene description,Gene name,Transcript name
ENSMUSG00000083672,ENSMUST00000120025,Kpna2 retrotransposed pseudogene [Source:MGI Symbol;Acc:MGI:3647335],Kpna2-ps,Kpna2-ps-201
ENSMUSG00000090115,ENSMUST00000024779,ubiquitin specific peptidase 49 [Source:MGI Symbol;Acc:MGI:2685391],Usp49,Usp49-201
ENSMUSG00000090115,ENSMUST00000145314,ubiquitin specific peptidase 49 [Source:MGI Symbol;Acc:MGI:2685391],Usp49,Usp49-203
ENSMUSG00000090115,ENSMUST00000152724,ubiquitin specific peptidase 49 [Source:MGI Symbol;Acc:MGI:2685391],Usp49,Usp49-204
ENSMUSG00000090115,ENSMUST00000131550,ubiquitin specific peptidase 49 [Source:MGI Symbol;Acc:MGI:2685391],Usp49,Usp49-202
ENSMUSG00000031576,ENSMUST00000098858,"potassium channel, subfamily U, member 1 [Source:MGI Symbol;Acc:MGI:1202300]",Kcnu1,Kcnu1-201
ENSMUSG00000031576,ENSMUST00000210273,"potassium channel, subfamily U, member 1 [Source:MGI Symbol;Acc:MGI:1202300]",Kcnu1,Kcnu1-204
ENSMUSG00000031576,ENSMUST00000120653,"potassium channel, subfamily U, member 1 [Source:MGI Symbol;Acc:MGI:1202300]",Kcnu1,Kcnu1-202
ENSMUSG00000031576,ENSMUST00000126226,"potassium channel, subfamily U, member 1 [Source:MGI Symbol;Acc:MGI:1202300]",Kcnu1,Kcnu1-203
ENSMUSG00000116482,ENSMUST00000230172,"predicted gene, 34152 [Source:MGI Symbol;Acc:MGI:5593311]",Gm34152,Gm34152-201
ENSMUSG00000003354,ENSMUST00000003444,coiled-coil domain containing 65 [Source:MGI Symbol;Acc:MGI:2146001],Ccdc65,Ccdc65-201
ENSMUSG00000003354,ENSMUST00000229471,coiled-coil domain containing 65 [Source:MGI Symbol;Acc:MGI:2146001],Ccdc65,Ccdc65-202
ENSMUSG00000083669,ENSMUST00000121822,"macrophage migration inhibitory factor, pseudogene 4 [Source:MGI Symbol;Acc:MGI:103162]",Mif-ps4,Mif-ps4-201
ENSMUSG00000054169,ENSMUST00000038069,CEA cell adhesion molecule 10 [Source:MGI Symbol;Acc:MGI:1347248],Ceacam10,Ceacam10-201
ENSMUSG00000054169,ENSMUST00000206847,CEA cell adhesion molecule 10 [Source:MGI Symbol;Acc:MGI:1347248],Ceacam10,Ceacam10-203
ENSMUSG00000054169,ENSMUST00000206850,CEA cell adhesion molecule 10 [Source:MGI Symbol;Acc:MGI:1347248],Ceacam10,Ceacam10-204
ENSMUSG00000054169,ENSMUST00000206380,CEA cell adhesion molecule 10 [Source:MGI Symbol;Acc:MGI:1347248],Ceacam10,Ceacam10-202
ENSMUSG00000033475,ENSMUST00000113302,translocase of outer mitochondrial membrane 6 [Source:MGI Symbol;Acc:MGI:1913369],Tomm6,Tomm6-202
ENSMUSG00000033475,ENSMUST00000113301,translocase of outer mitochondrial membrane 6 [Source:MGI Symbol;Acc:MGI:1913369],Tomm6,Tomm6-201
ENSMUSG00000033475,ENSMUST00000143156,translocase of outer mitochondrial membrane 6 [Source:MGI Symbol;Acc:MGI:1913369],Tomm6,Tomm6-203
ENSMUSG00000003355,ENSMUST00000230743,FK506 binding protein 11 [Source:MGI Symbol;Acc:MGI:1913370],Fkbp11,Fkbp11-203
ENSMUSG00000003355,ENSMUST00000003445,FK506 binding protein 11 [Source:MGI Symbol;Acc:MGI:1913370],Fkbp11,Fkbp11-201
ENSMUSG00000003355,ENSMUST00000229562,FK506 binding protein 11 [Source:MGI Symbol;Acc:MGI:1913370],Fkbp11,Fkbp11-202
ENSMUSG00000050708,ENSMUST00000094434,ferritin light polypeptide 1 [Source:MGI Symbol;Acc:MGI:95589],Ftl1,Ftl1-201
ENSMUSG00000050708,ENSMUST00000211694,ferritin light polypeptide 1 [Source:MGI Symbol;Acc:MGI:95589],Ftl1,Ftl1-206
ENSMUSG00000050708,ENSMUST00000210375,ferritin light polypeptide 1 [Source:MGI Symbol;Acc:MGI:95589],Ftl1,Ftl1-203
ENSMUSG00000050708,ENSMUST00000210106,ferritin light polypeptide 1 [Source:MGI Symbol;Acc:MGI:95589],Ftl1,Ftl1-202
ENSMUSG00000050708,ENSMUST00000211500,ferritin light polypeptide 1 [Source:MGI Symbol;Acc:MGI:95589],Ftl1,Ftl1-205
ENSMUSG00000050708,ENSMUST00000210864,ferritin light polypeptide 1 [Source:MGI Symbol;Acc:MGI:95589],Ftl1,Ftl1-204
ENSMUSG00000079444,ENSMUST00000143789,predicted gene 21981 [Source:MGI Symbol;Acc:MGI:5439450],Gm21981,Gm21981-201
ENSMUSG00000084880,ENSMUST00000155812,"translocase of outer mitochondrial membrane 6, opposite strand [Source:MGI Symbol;Acc:MGI:3705171]",Tomm6os,Tomm6os-201
ENSMUSG00000051853,ENSMUST00000053183,ADP-ribosylation factor 3 [Source:MGI Symbol;Acc:MGI:99432],Arf3,Arf3-201
ENSMUSG00000051853,ENSMUST00000129354,ADP-ribosylation factor 3 [Source:MGI Symbol;Acc:MGI:99432],Arf3,Arf3-202
ENSMUSG00000051853,ENSMUST00000156572,ADP-ribosylation factor 3 [Source:MGI Symbol;Acc:MGI:99432],Arf3,Arf3-203
ENSMUSG00000096549,ENSMUST00000113299,prickle planar cell polarity protein 4 [Source:MGI Symbol;Acc:MGI:2685785],Prickle4,Prickle4-201
ENSMUSG00000096549,ENSMUST00000113300,prickle planar cell polarity protein 4 [Source:MGI Symbol;Acc:MGI:2685785],Prickle4,Prickle4-202
ENSMUSG00000096549,ENSMUST00000142014,prickle planar cell polarity protein 4 [Source:MGI Symbol;Acc:MGI:2685785],Prickle4,Prickle4-203
ENSMUSG00000096549,ENSMUST00000152214,prickle planar cell polarity protein 4 [Source:MGI Symbol;Acc:MGI:2685785],Prickle4,Prickle4-205
ENSMUSG00000096549,ENSMUST00000151540,prickle planar cell polarity protein 4 [Source:MGI Symbol;Acc:MGI:2685785],Prickle4,Prickle4-204
ENSMUSG00000047067,ENSMUST00000060913,dual specificity phosphatase 28 [Source:MGI Symbol;Acc:MGI:1914696],Dusp28,Dusp28-201
ENSMUSG00000097251,ENSMUST00000181575,RIKEN cDNA 5033417F24 gene [Source:MGI Symbol;Acc:MGI:1923245],5033417F24Rik,5033417F24Rik-201
ENSMUSG00000118799,ENSMUST00000239609,"predicted gene, 23402 [Source:MGI Symbol;Acc:MGI:5453179]",Gm23402,Gm23402-201
ENSMUSG00000102363,ENSMUST00000192693,"predicted gene, 32999 [Source:MGI Symbol;Acc:MGI:5592158]",Gm32999,Gm32999-201
ENSMUSG00000026455,ENSMUST00000133721,kelch-like 12 [Source:MGI Symbol;Acc:MGI:2385619],Klhl12,Klhl12-204
ENSMUSG00000026455,ENSMUST00000112232,kelch-like 12 [Source:MGI Symbol;Acc:MGI:2385619],Klhl12,Klhl12-202
ENSMUSG00000026455,ENSMUST00000027725,kelch-like 12 [Source:MGI Symbol;Acc:MGI:2385619],Klhl12,Klhl12-201
ENSMUSG00000026455,ENSMUST00000189981,kelch-like 12 [Source:MGI Symbol;Acc:MGI:2385619],Klhl12,Klhl12-206
ENSMUSG00000026455,ENSMUST00000141458,kelch-like 12 [Source:MGI Symbol;Acc:MGI:2385619],Klhl12,Klhl12-205
ENSMUSG00000026455,ENSMUST00000116528,kelch-like 12 [Source:MGI Symbol;Acc:MGI:2385619],Klhl12,Klhl12-203
ENSMUSG00000088329,ENSMUST00000157704,"predicted gene, 25661 [Source:MGI Symbol;Acc:MGI:5455438]",Gm25661,Gm25661-201
ENSMUSG00000023266,ENSMUST00000156118,fibroblast growth factor receptor substrate 3 [Source:MGI Symbol;Acc:MGI:2135965],Frs3,Frs3-205
ENSMUSG00000023266,ENSMUST00000113296,fibroblast growth factor receptor substrate 3 [Source:MGI Symbol;Acc:MGI:2135965],Frs3,Frs3-201
ENSMUSG00000023266,ENSMUST00000128734,fibroblast growth factor receptor substrate 3 [Source:MGI Symbol;Acc:MGI:2135965],Frs3,Frs3-202
ENSMUSG00000023266,ENSMUST00000139405,fibroblast growth factor receptor substrate 3 [Source:MGI Symbol;Acc:MGI:2135965],Frs3,Frs3-204
ENSMUSG00000023266,ENSMUST00000138316,fibroblast growth factor receptor substrate 3 [Source:MGI Symbol;Acc:MGI:2135965],Frs3,Frs3-203
ENSMUSG00000110474,ENSMUST00000212932,predicted gene 45848 [Source:MGI Symbol;Acc:MGI:5804963],Gm45848,Gm45848-201
ENSMUSG00000107280,ENSMUST00000200846,POTE ankyrin domain family member 3C [Source:MGI Symbol;Acc:MGI:3779905],Potefam3c,Potefam3c-201
ENSMUSG00002075142,ENSMUST00020182219,"predicted gene, 55634 [Source:MGI Symbol;Acc:MGI:6847736]",Gm55634,Gm55634-201
ENSMUSG00000035960,ENSMUST00000049411,apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042],Apex1,Apex1-201
ENSMUSG00000035960,ENSMUST00000136753,apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042],Apex1,Apex1-203
ENSMUSG00000035960,ENSMUST00000154288,apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042],Apex1,Apex1-204
ENSMUSG00000035960,ENSMUST00000128395,apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042],Apex1,Apex1-202
ENSMUSG00002076377,ENSMUST00020182363,"predicted gene, 56125 [Source:MGI Symbol;Acc:MGI:6848709]",Gm56125,Gm56125-201
ENSMUSG00000110350,ENSMUST00000209541,predicted gene 10252 [Source:MGI Symbol;Acc:MGI:3704292],Gm10252,Gm10252-201
ENSMUSG00000025724,ENSMUST00000147813,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-207
ENSMUSG00000025724,ENSMUST00000120285,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-204
ENSMUSG00000025724,ENSMUST00000130981,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-205
ENSMUSG00000025724,ENSMUST00000150049,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-209
ENSMUSG00000025724,ENSMUST00000026818,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-201
ENSMUSG00000025724,ENSMUST00000153053,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-210
ENSMUSG00000025724,ENSMUST00000117383,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-202
ENSMUSG00000025724,ENSMUST00000147881,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-208
ENSMUSG00000025724,ENSMUST00000119980,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-203
ENSMUSG00000025724,ENSMUST00000136556,"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]",Sec11a,Sec11a-206
ENSMUSG00000105175,ENSMUST00000196867,predicted gene 43097 [Source:MGI Symbol;Acc:MGI:5663234],Gm43097,Gm43097-201
ENSMUSG00000110536,ENSMUST00000212536,predicted gene 45850 [Source:MGI Symbol;Acc:MGI:5804965],Gm45850,Gm45850-201
ENSMUSG00000027881,ENSMUST00000129273,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171],Prpf38b,Prpf38b-204
ENSMUSG00000027881,ENSMUST00000029480,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171],Prpf38b,Prpf38b-201
ENSMUSG00000027881,ENSMUST00000199735,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171],Prpf38b,Prpf38b-208
ENSMUSG00000027881,ENSMUST00000125208,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171],Prpf38b,Prpf38b-202
ENSMUSG00000027881,ENSMUST00000127478,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171],Prpf38b,Prpf38b-203
ENSMUSG00000027881,ENSMUST00000156808,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171],Prpf38b,Prpf38b-206
ENSMUSG00000027881,ENSMUST00000145720,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171],Prpf38b,Prpf38b-205
ENSMUSG00000027881,ENSMUST00000197805,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171],Prpf38b,Prpf38b-207
ENSMUSG00000106683,ENSMUST00000201619,predicted gene 43263 [Source:MGI Symbol;Acc:MGI:5663400],Gm43263,Gm43263-201
ENSMUSG00000106824,ENSMUST00000201500,POTE ankyrin domain family member 3D [Source:MGI Symbol;Acc:MGI:3649141],Potefam3d,Potefam3d-201
ENSMUSG00000080913,ENSMUST00000118859,predicted gene 12719 [Source:MGI Symbol;Acc:MGI:3651747],Gm12719,Gm12719-201
ENSMUSG00000081696,ENSMUST00000118427,predicted gene 12717 [Source:MGI Symbol;Acc:MGI:3650774],Gm12717,Gm12717-201
ENSMUSG00000028920,ENSMUST00000030757,F-box protein 42 [Source:MGI Symbol;Acc:MGI:1924992],Fbxo42,Fbxo42-201
ENSMUSG00000028920,ENSMUST00000146768,F-box protein 42 [Source:MGI Symbol;Acc:MGI:1924992],Fbxo42,Fbxo42-202
ENSMUSG00000022996,ENSMUST00000228546,"wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]",Wnt10b,Wnt10b-206
ENSMUSG00000022996,ENSMUST00000023732,"wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]",Wnt10b,Wnt10b-201
ENSMUSG00000022996,ENSMUST00000226610,"wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]",Wnt10b,Wnt10b-203
ENSMUSG00000022996,ENSMUST00000226655,"wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]",Wnt10b,Wnt10b-204
ENSMUSG00000022996,ENSMUST00000166022,"wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]",Wnt10b,Wnt10b-202
ENSMUSG00000022996,ENSMUST00000228594,"wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]",Wnt10b,Wnt10b-207
ENSMUSG00000022996,ENSMUST00000226846,"wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]",Wnt10b,Wnt10b-205
ENSMUSG00000110434,ENSMUST00000211928,"ribosomal protein S7, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3779585]",Rps7-ps1,Rps7-ps1-201
ENSMUSG00000111594,ENSMUST00000216296,predicted gene 3365 [Source:MGI Symbol;Acc:MGI:3781543],Gm3365,Gm3365-201
ENSMUSG00000047264,ENSMUST00000061508,zinc finger protein 358 [Source:MGI Symbol;Acc:MGI:2153740],Zfp358,Zfp358-201
ENSMUSG00000047264,ENSMUST00000207318,zinc finger protein 358 [Source:MGI Symbol;Acc:MGI:2153740],Zfp358,Zfp358-202
ENSMUSG00000047264,ENSMUST00000208423,zinc finger protein 358 [Source:MGI Symbol;Acc:MGI:2153740],Zfp358,Zfp358-203
ENSMUSG00000004567,ENSMUST00000004683,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-201
ENSMUSG00000004567,ENSMUST00000208739,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-210
ENSMUSG00000004567,ENSMUST00000160338,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-204
ENSMUSG00000004567,ENSMUST00000208306,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-208
ENSMUSG00000004567,ENSMUST00000162797,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-207
ENSMUSG00000004567,ENSMUST00000159808,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-203
ENSMUSG00000004567,ENSMUST00000159538,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-202
ENSMUSG00000004567,ENSMUST00000208359,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-209
ENSMUSG00000004567,ENSMUST00000208943,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-211
ENSMUSG00000004567,ENSMUST00000161842,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-206
ENSMUSG00000004567,ENSMUST00000161705,mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498],Mcoln1,Mcoln1-205
ENSMUSG00000086930,ENSMUST00000136531,"fibroblast growth factor receptor substrate 3, opposite strand [Source:MGI Symbol;Acc:MGI:3713047]",Frs3os,Frs3os-201
ENSMUSG00000086930,ENSMUST00000144979,"fibroblast growth factor receptor substrate 3, opposite strand [Source:MGI Symbol;Acc:MGI:3713047]",Frs3os,Frs3os-203
ENSMUSG00000086930,ENSMUST00000143962,"fibroblast growth factor receptor substrate 3, opposite strand [Source:MGI Symbol;Acc:MGI:3713047]",Frs3os,Frs3os-202
ENSMUSG00000051638,ENSMUST00000197884,predicted gene 9857 [Source:MGI Symbol;Acc:MGI:3704224],Gm9857,Gm9857-202
ENSMUSG00000051638,ENSMUST00000050914,predicted gene 9857 [Source:MGI Symbol;Acc:MGI:3704224],Gm9857,Gm9857-201
ENSMUSG00000023987,ENSMUST00000024782,progastricsin (pepsinogen C) [Source:MGI Symbol;Acc:MGI:98909],Pgc,Pgc-201
ENSMUSG00000023987,ENSMUST00000144955,progastricsin (pepsinogen C) [Source:MGI Symbol;Acc:MGI:98909],Pgc,Pgc-202
ENSMUSG00000027660,ENSMUST00000118470,SKI-like [Source:MGI Symbol;Acc:MGI:106203],Skil,Skil-204
ENSMUSG00000027660,ENSMUST00000144756,SKI-like [Source:MGI Symbol;Acc:MGI:106203],Skil,Skil-206
ENSMUSG00000027660,ENSMUST00000123532,SKI-like [Source:MGI Symbol;Acc:MGI:106203],Skil,Skil-205
ENSMUSG00000027660,ENSMUST00000117728,SKI-like [Source:MGI Symbol;Acc:MGI:106203],Skil,Skil-202
ENSMUSG00000027660,ENSMUST00000118204,SKI-like [Source:MGI Symbol;Acc:MGI:106203],Skil,Skil-203
ENSMUSG00000027660,ENSMUST00000029194,SKI-like [Source:MGI Symbol;Acc:MGI:106203],Skil,Skil-201
ENSMUSG00000087808,ENSMUST00000157183,"predicted gene, 23435 [Source:MGI Symbol;Acc:MGI:5453212]",Gm23435,Gm23435-201
ENSMUSG00000073155,ENSMUST00000152147,RIKEN cDNA 1810058I24 gene [Source:MGI Symbol;Acc:MGI:1914955],1810058I24Rik,1810058I24Rik-203
ENSMUSG00000073155,ENSMUST00000130875,RIKEN cDNA 1810058I24 gene [Source:MGI Symbol;Acc:MGI:1914955],1810058I24Rik,1810058I24Rik-201
ENSMUSG00000073155,ENSMUST00000136110,RIKEN cDNA 1810058I24 gene [Source:MGI Symbol;Acc:MGI:1914955],1810058I24Rik,1810058I24Rik-202
ENSMUSG00000035953,ENSMUST00000160835,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-205
ENSMUSG00000035953,ENSMUST00000162957,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-209
ENSMUSG00000035953,ENSMUST00000161166,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-206
ENSMUSG00000035953,ENSMUST00000049312,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-201
ENSMUSG00000035953,ENSMUST00000159745,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-203
ENSMUSG00000035953,ENSMUST00000161669,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-207
ENSMUSG00000035953,ENSMUST00000160538,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-204
ENSMUSG00000035953,ENSMUST00000163088,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-211
ENSMUSG00000035953,ENSMUST00000159047,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-202
ENSMUSG00000035953,ENSMUST00000162935,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-208
ENSMUSG00000035953,ENSMUST00000163043,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]",Pip4p1,Pip4p1-210
ENSMUSG00000029843,ENSMUST00000031868,"solute carrier family 13 (sodium/sulfate symporters), member 4 [Source:MGI Symbol;Acc:MGI:2442367]",Slc13a4,Slc13a4-201
ENSMUSG00000029843,ENSMUST00000155366,"solute carrier family 13 (sodium/sulfate symporters), member 4 [Source:MGI Symbol;Acc:MGI:2442367]",Slc13a4,Slc13a4-203
ENSMUSG00000029843,ENSMUST00000122829,"solute carrier family 13 (sodium/sulfate symporters), member 4 [Source:MGI Symbol;Acc:MGI:2442367]",Slc13a4,Slc13a4-202
ENSMUSG00000022997,ENSMUST00000023734,"wingless-type MMTV integration site family, member 1 [Source:MGI Symbol;Acc:MGI:98953]",Wnt1,Wnt1-201
ENSMUSG00000073733,ENSMUST00000097813,ciliogenesis and planar polarity effector 2 [Source:MGI Symbol;Acc:MGI:1923416],Cplane2,Cplane2-201
ENSMUSG00000073733,ENSMUST00000125175,ciliogenesis and planar polarity effector 2 [Source:MGI Symbol;Acc:MGI:1923416],Cplane2,Cplane2-202
ENSMUSG00000073733,ENSMUST00000151475,ciliogenesis and planar polarity effector 2 [Source:MGI Symbol;Acc:MGI:1923416],Cplane2,Cplane2-203
ENSMUSG00000081372,ENSMUST00000118004,predicted gene 16171 [Source:MGI Symbol;Acc:MGI:3801768],Gm16171,Gm16171-201
ENSMUSG00000109390,ENSMUST00000207577,predicted gene 45718 [Source:MGI Symbol;Acc:MGI:5804833],Gm45718,Gm45718-201
ENSMUSG00000109367,ENSMUST00000209023,"predicted gene, 18782 [Source:MGI Symbol;Acc:MGI:5010967]",Gm18782,Gm18782-201
ENSMUSG00000109008,ENSMUST00000209433,predicted gene 44899 [Source:MGI Symbol;Acc:MGI:5753475],Gm44899,Gm44899-202
ENSMUSG00000109008,ENSMUST00000207451,predicted gene 44899 [Source:MGI Symbol;Acc:MGI:5753475],Gm44899,Gm44899-201
ENSMUSG00000074221,ENSMUST00000148442,zinc finger protein 568 [Source:MGI Symbol;Acc:MGI:2142347],Zfp568,Zfp568-203
ENSMUSG00000074221,ENSMUST00000207940,zinc finger protein 568 [Source:MGI Symbol;Acc:MGI:2142347],Zfp568,Zfp568-205
ENSMUSG00000074221,ENSMUST00000209185,zinc finger protein 568 [Source:MGI Symbol;Acc:MGI:2142347],Zfp568,Zfp568-206
ENSMUSG00000074221,ENSMUST00000146074,zinc finger protein 568 [Source:MGI Symbol;Acc:MGI:2142347],Zfp568,Zfp568-202
ENSMUSG00000074221,ENSMUST00000074322,zinc finger protein 568 [Source:MGI Symbol;Acc:MGI:2142347],Zfp568,Zfp568-201
ENSMUSG00000074221,ENSMUST00000177931,zinc finger protein 568 [Source:MGI Symbol;Acc:MGI:2142347],Zfp568,Zfp568-204
ENSMUSG00000059213,ENSMUST00000075444,dendrin [Source:MGI Symbol;Acc:MGI:108101],Ddn,Ddn-201
ENSMUSG00000059213,ENSMUST00000230409,dendrin [Source:MGI Symbol;Acc:MGI:108101],Ddn,Ddn-202
ENSMUSG00000024457,ENSMUST00000124307,tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056],Trim26,Trim26-204
ENSMUSG00000024457,ENSMUST00000134325,tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056],Trim26,Trim26-207
ENSMUSG00000024457,ENSMUST00000179968,tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056],Trim26,Trim26-210
ENSMUSG00000024457,ENSMUST00000130367,tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056],Trim26,Trim26-205
